entry_id,created_at,headword,encyclopedia_id,entry_text,topic
1782441730524,2026-06-26 02:42:11.469546+00,Daurosozi Atobim,1782438524958,"<p><span style=""font-family:Book Antiqua, serif;font-size:small;"">The Old Mangeodge name for the sea west of Meilvarestu. The Mangeodge made a distinction between open ocean where land from Meilvarestu could still be spotted across the horizon vs the further away open ocean where no land could be seen in any direction. The Mangeodge have a very strong taboo about leving Meilvarestu. They believe that all land beyond Meilvarestu is under the dominion of an evil goddess called <strong>Eisotrojaluku</strong>. They apply this taboo to seafaring also hence their distinction between the nearer open sea and the much further open sea. The sea where land is still visable was named in Proto-Mangeodge as <i>*dōrosoδe atobim</i> ""beyond the coast"". This name became ancestral to the water's name in every Mangeodge language: Old Hrasingian: <strong>Dūrsuδiatubim, </strong>Middle Hrasingian: <strong>Dūrrhiāttim, </strong>Hrasingian: <strong>Durhitim</strong>; Ulkuple dialect: <strong>Duritim, </strong>Old Mangeodge: <strong>Daurosozi Atobim, </strong>North Middle Mangeodge: <strong>Daurazózi Thóbbin, </strong>Taile: <strong>Deorre Thybbin, </strong>Early Insular Mangeodge: <strong>Dauraróri Thóbbi, </strong>Outer Dawian: <strong>Dauraryr Thyv, </strong>Inner Dawian: <strong>Dauraźóri Thóbi, </strong>Mid Middle Mangeodge: <strong>Thwirosóz Atóbi, </strong>Mid Outer Mangeodge: <strong>Thwirasez Atóbe, </strong>Surwian: <strong>Thwirasez Atebe, </strong>South Outer Mid Mangeodge: <strong>Thwirsəz Thəb, </strong>Beusian: <strong>Thwasa Thab, </strong>Early Binerith: <strong>Thwerosəi Ətəbe, </strong>Binerith: <strong>Thwerosəi Ətəbe, </strong>Inner Mid Mangeodge: <strong>Thvirosez Atebi, </strong>Berogovian: <strong>Tvirosez Atebi, </strong>West Middle Mangeodge: <strong>Dorsiaum, </strong>Classical Romoruzian: <strong>Dorsiaum</strong> [ˈdø.õː] , Southern Romoruzian: <strong>Dorsiaum</strong> [ˈdø.õː] , Tûv Romoruzian: <strong>Dorsiaum</strong> [ˈdø.ʊː] , Bâl Romoruzian: <strong>Dorsiaum</strong> [ˈdɛ.õ] , Nohiarbâtir Romoruzian: <strong>Dorsiaum</strong> [ˈdø.õ], Northern Romoruzian: <strong>Dorsiaum</strong> [ˈdø.ũɑ̯̃], Rovianzian: <strong>Dosjaum, </strong>South Middle Mangeodge: <strong>Daurosiatobi, </strong>South Inner Mangeodge: <strong>Daurajātbe, </strong>Inner Mewian: <strong>Daurajātbe, </strong>South Outer Mangeodge: <strong>Daurahetbe, </strong>Outer Mewian: <strong>Dairahetbe. </strong>The name for the nearer open sea <i>Daurozi Atobim</i> became <strong>Daurôzîtbi</strong> in Classical Etjarutr to refer to stretch of sea between the Daurzes Sea and the Sevves Sea (Old Mangeodge <i>Daurozi Atobim</i> &gt; Ancient Etjarutr <i>Dauruzîtubī</i> &gt; Old Etjarutr <i>Daurôzîtôbī</i> &gt; Classical Etjarutr <i>Daurôzîtbi</i>). This name was loaned into Old Nusibara as <strong>Daurositbi</strong>. The Napostronians in Klau borrowed the Taile name <i>Deorre Thybbin</i> as <strong>Djorethybin</strong> which they used to name a lake near their current homeland in Klau.&nbsp;</span></p>",place
1782441870631,2026-06-26 02:44:32.056893+00,Daurôzîtbi,1782438524958,"<p><span style=""font-family:Book Antiqua, serif;font-size:small;"">The Classical Etjarutr name for the stretch of sea between the Daurzes Sea and the Sevves Sea. Cf <strong>Daurosozi Atobim</strong></span></p>",place
1782441893357,2026-06-26 02:44:54.736522+00,Daurusradjeis,1782438524958,"<p><span style=""font-family:Book Antiqua, serif;font-size:small;"">The Old Mangeodge name for the further open sea where no land was visable from all sides. From Proto-Mangeodge <i>*dōrus radjās</i> which roughly means ""unusual coast, abberating coast"" so named for being beyond what is a normal and acceptable place to be. The Mangeodge are absolutely terrified of being so far out at sea that not even the peaks of their mountains can be seen. The Proto-Mangeodge adjective <i>*radjās</i> (from the verb <i>*ratte</i> ""to deviate, to be unusual, to aberrate"") does not have any descendants and seems not to have been used beyond this placename. The name of the open western sea in other Mangeodge languages are: Old Hrasingian: <strong>Dūrsradjās, </strong>Middle Hrasingian: <strong>Dūrraddās</strong> , Hrasingian: <strong>Duradas</strong> , Old Mangeodge: <strong>Daurusradjeis, </strong>North Middle Mangeodge: <strong>Daurruzrrǣdheiz, </strong>Taile: <strong>Deorrædher, </strong>Early Insular Mangeodge: <strong>Daurruzrrǣdhai, </strong>Outer Dawian: <strong>Dauryrædhai, </strong>Inner Dawian: <strong>Dauruzrǣdhai</strong> , Mid Middle Mangeodge: <strong>Thwiradjes</strong> , Mid Outer Mangeodge: <strong>Thwiradjes, </strong>Surwian: <strong>Thwirədis, </strong>South Outer Mid Mangeodge: <strong>Thwirdjes, </strong>Beusian: <strong>Thwadas, </strong>Early Binerith: <strong>Thwerəedes, </strong>Binerith: <strong>Thwerəedes, </strong>Inner Mid Mangeodge: <strong>Thviradás</strong> , Berogovian: <strong>Tviradás, </strong>West Middle Mangeodge: <strong>Dohradieih, </strong>Classical Romoruzian: <strong>Dôradî</strong> [ˈdoː.ʁɔdiː], Southern Romoruzian: <strong>Dôradî</strong> [ˈdoːʁ.diː], Tûv Romoruzian: <strong>Dôradî</strong> [ˈdʊːʁ.diː], Bâl Romoruzian: <strong>Dôradî</strong> [ˈdo.xədi], Nohiarbâtir Romoruzian: <strong>Dôradî</strong> [ˈdo.xɔdi], Northern Romoruzian: <strong>Dôradî</strong> [ˈduɑ̯ʁ.d͡ʒɛɑ̯], Rovianzian: <strong>Dohradjoç, </strong>South Middle Mangeodge: <strong>Daurutrajai, </strong>South Inner Mangeodge: <strong>Daurutrajai</strong> , Inner Mewian: <strong>Daurutajai</strong> , South Outer Mangeodge: <strong>Daurutrajai, </strong>Outer Mewian: <strong>Dairutrai. </strong>The name for the further open sea <i>Daurusradjeis</i> became <strong>Dauṙzes</strong> in Classical Etjarutr to refer to the sea between the Sucumian Isles, Medhiorn and the Ievsteoruef Islands (Old Mangeodge <i>Daurusradjeis</i> &gt; Ancient Etjarutr <i>Daurûsdjes</i> &gt; Old Etjarutr <i>Daurûźes</i> &gt; Classical Etjarutr <i>Dauṙzes</i>). This name was loaned into Old Nusibara as <strong>Daurzes</strong> hence ""The Daurzes Sea"". The Napostronians borrowed the Taile name <i>Deorrædher</i> as <strong>Djorater</strong> which is what they call a large lake on the periphery of their region in Klau.</span></p>",place
1782441912653,2026-06-26 02:45:13.575496+00,Daurzes,1782438524958,"<p><span style=""font-family:Book Antiqua, serif;font-size:small;"">The Old Nusibara name for this sea was loaned from Classical Etjatutr <strong>Dauṙzes</strong></span></p>",place
1782441932563,2026-06-26 02:45:33.73917+00,Dauṙzes,1782438524958,"<p><span style=""font-family:Book Antiqua, serif;font-size:small;"">The Classical Etjarutr name for the sea between the Sucumian Isles, Medhiorn and the Ievsteoruef Islands. Cf <strong>Daurusradjeis.</strong></span></p>",place
1782441969231,2026-06-26 02:46:10.898053+00,Djorater,1782438524958,"<p><span style=""font-family:Book Antiqua, serif;font-size:small;"">a large lake in a Napostronian region in Klau. Cf <strong>Daurusradjeis.</strong></span></p>",place
1782441989281,2026-06-26 02:46:30.297167+00,Djorethybin,1782438524958,"<p><span style=""font-family:Book Antiqua, serif;font-size:small;"">a lake in Klau. The name was borrowed from Taile <i>Deorre Thybbin</i>, the Taile name for the <strong>Daurosozi Atobim </strong>sea.</span></p>",place
1782442023962,2026-06-26 02:47:05.103042+00,Dorus,1782438524958,"<p><span style=""font-family:Book Antiqua, serif;font-size:small;"">[ˈdɔ.ʁɔs] a large peninsula in the Asimn region in Ialuksrek. The name is from Proto-Mangeodge <i>*dōrus</i> “</span><span style=""font-family:Book Antiqua, serif;"">inlet, creek, bend in a river, coast, shore"" </span><span style=""font-family:Book Antiqua, serif;font-size:small;"">&gt; Old Mangeodge <i>Daurus</i> &gt; West Middle Mangeodge <i>Dorus</i> &gt; Classical Romoruzian <i>Dorus</i> [ˈdɔ.ʁəs] &gt; Northern Romoruzian <i>Dorus.</i></span></p>",place
1782442040977,2026-06-26 02:47:22.015371+00,Dossap,1782438524958,"<p><span style=""font-family:Book Antiqua, serif;font-size:small;"">a town in Tokmarolv. From Proto-Sumro-Letaeric <i>*doorusǎw sap</i> ""inlet of the ridge"" &gt; Proto-Mangeodge <i>dōrosēosap</i> &gt; Old Mangeodge <i>Daurosejosap</i> later shortened to <i>Daurossap</i> &gt; West Middle Mangeodge <i>Dorssap</i> &gt; Rovianzian <i>Dossap</i>.&nbsp;</span></p>",place
1782442060628,2026-06-26 02:47:42.482021+00,Eæridh,1782438524958,"<p><span style=""font-family:Book Antiqua, serif;font-size:small;"">a Dawian island whose name is from the Outer Dawian word <i>eæridh</i> “single room cottage for temporary shelter”. Eæridh is<strong> </strong>a small island that is not permanantly inhabited but ships land there for rest and temporary shelter. The word <i>eæridh </i>is from Old Mangeodge <strong>avarudvi</strong>.</span></p>",place
1782442077303,2026-06-26 02:47:58.255794+00,Ebādaurus,1782438524958,"<p><span style=""font-family:Book Antiqua, serif;font-size:small;"">an island in the Jarawa Sea. Proto-Mangeodge as <i>*ysbad-dōrus</i> ""fear coast"" (Proto-Mangeodge <i>*ysbaddōrus</i> &gt; Old Mangeodge <i>Isbaddaurus</i> &gt; South Middle Mangeodge <i>Ibaddaurus</i> &gt; South Inner Mangeodge <i>Ebaddauru</i> &gt; Inner Mewian <i>Ebādauru</i>). The waterways around the island can be deceptively shallow and rocky making it a common place for dangerous shipwrecks to occur.&nbsp;</span></p>",place
1782442098667,2026-06-26 02:48:20.978244+00,Ehrodv Wiçlv,1782438524958,"<p><span style=""font-family:Book Antiqua, serif;font-size:small;"">a town in Tokmaeolv. The name in Rovhianzian means ""secret cottage"".</span></p>",place
1782442115616,2026-06-26 02:48:36.646956+00,Eimpwidev gən Thosus,1782438524958,"<p>“<span style=""font-family:Book Antiqua, serif;font-size:small;"">Bay of Thosus”. A bay in Bi. The name Thosus is from the Proto-Mangeodge <i>*dōrus</i> &gt; Boroweblian <i>*dōṛus</i> loaned into Old Mangeodge <i>Dosus</i> &gt; Mid Middle Mangeodge/Binerith <i>Thosus.</i></span></p>",place
1782442140859,2026-06-26 02:49:01.830813+00,Elnuzbokehrud,1782438524958,"<p><span style=""font-family:Book Antiqua, serif;font-size:small;"">a town in Tokmarolv. From Proto-Mangeodge *<i>alynoδe bōk awarud</i> ""stone cottage beside a rubbish heap"" &gt; Old Mangeodge <i>Alnozebaukavarud </i>&gt; West Mid Mangeodge Alnuzbokahrud &gt; Rovianzian <i>Elnuzbokehrud. </i>For other placenames containing Old Mangeodge <i>avarudvi</i> see <strong>avarudvi</strong>.</span></p>",place
1782442160766,2026-06-26 02:49:22.701722+00,Ere er Nape,1782438524958,"<p><span style=""font-family:Book Antiqua, serif;font-size:small;"">a town in Outer Mewe whose name in Outer Mewian means ""King's cottage"".&nbsp;</span></p>",place
1782442184787,2026-06-26 02:49:46.295543+00,Əvwembwilev,1782438524958,"<p><span style=""font-family:Book Antiqua, serif;font-size:small;"">from Mid Middle Mangeodge <i>Avarúth Baliv</i> ""annoying dovecote"" - the pigeons in this dovecote were so noisy that they disturbed the locals. Mid Middle Mangeodge <i>Avarúth Baliv</i> &gt; Early Binerith <i>Əvəmbəlev</i> &gt; Binerith <i>Əvwembwilev.</i>&nbsp;</span></p>",place
1782442207646,2026-06-26 02:50:09.522361+00,Hadbahuwavd,1782438524958,"<p><span style=""font-family:Book Antiqua, serif;font-size:small;"">a town in Hrasingia. From Old Hrasingian <i>Hadrbase Hawaurd</i> ""Handrbas's stone house"" &gt; Middle Hrasingian <i>Haddbahawavvd</i> &gt; Hrasingian <i>Hadbahuwavd</i>.</span></p>",place
1782442230307,2026-06-26 02:50:31.252897+00,Huwuvduhyp,1782438524958,"<p><span style=""font-family:Book Antiqua, serif;font-size:small;"">a town in Hrasingia. From Proto-Mangeodge <i>*awarud ōxypē</i> ""useless stone house"" &gt; Old Hrasingian <i>Hawaurdūhypē</i> &gt; Middle Hrasingian <i>Hawāvvduhypē</i> &gt; Hrasingian <i>Huwuvduhyp</i>.&nbsp;</span></p>",place
1782442254173,2026-06-26 02:50:56.339438+00,Janja Dāvbale,1782438524958,"<p><span style=""font-family:Book Antiqua, serif;font-size:small;"">a mountain in Inner Mewe. A twin peak with the mountain <strong>Janja Vakbale</strong>. From Proto-Mangeodge <i>*jatjar dawebale</i> ""first incredibly high place"" &gt; Old Mangeodge <i>Jatjar Davebali</i> &gt; South Middle Mangeoge <i>Janjar Davebali</i> &gt; South Inner Mangeodge <i>Janjar Dāvbale</i> &gt; Inner Mewian <i>Janja Dāvbale</i>). The mountain passage between the two peaks, a narrow path crossed only on foot, is called <strong>Janjāwāndauk</strong><i> </i>from Old Mangeodge <i>Jatjareju Vantebauk</i> ""between the Jatjaris"" &gt; South Middle Mangeodge <i>Janjareju Vantebauk</i> &gt; South Inner Mangeodge <i>Janjārwāmbauk</i> &gt; Inner Mewian <i>Janjāwāndauk.</i></span></p>",place
1782442326929,2026-06-26 02:52:08.19309+00,Janja Vakbale,1782438524958,"<p><span style=""font-family:Book Antiqua, serif;font-size:small;"">a mountain in Inner Mewe. A twin peak with the mountain <strong>Janja Dāvbale</strong>. From Proto-Mangeodge *<i>jatjar wakbale</i> ""second incredibly high place"" &gt; Old Mangeodge <i>Jatjar Vakbali</i> &gt; South Middle Mangeoge <i>Janjar Vakbali</i> &gt; South Inner Mangeodge <i>Janjar Vakbale </i>&gt; Inner Mewian <i>Janja Vakbale</i></span></p>",place
1782442366010,2026-06-26 02:52:47.652412+00,Janjāwāndauk,1782438524958,"<p><span style=""font-family:Book Antiqua, serif;font-size:small;"">a narrow footpath, that can only be crossed on foot, between the mountains <strong>Janja Dāvbale</strong> and <strong>Janja Vakbale.</strong> From Old Mangeodge <i>Jatjareju Vantebauk</i> ""between the Jatjaris"" – the two mountains in Old Mangeodge were called <i>Jatjar Davebali </i>and<i> Jatjar Vakbali</i> &gt; South Middle Mangeodge <i>Janjareju Vantebauk</i> &gt; South Inner Mangeodge <i>Janjārwāmbauk</i> &gt; Inner Mewian <i>Janjāwāndauk.</i></span></p>",place
1782442384761,2026-06-26 02:53:05.869604+00,Janve jar Ananjare,1782438524958,"<p><span style=""font-family:Book Antiqua, serif;font-size:small;"">A major valley in Mewe, in which is situated the holy city </span><span style=""font-family:Book Antiqua, serif;""><strong>Jædewe</strong>. </span><span style=""font-family:Book Antiqua, serif;font-size:small;"">""Ananjare Valley"" from Proto-Mangeodge *<i>āne jatjare </i>""incredibly high valley"" - the adjective was in reference to the nearby <strong>Auljare</strong> Mountain rather than describing the valley itself which was low lying land &gt; Old Mangeodge <i>Einjatjari</i> &gt; South Middle Mangeodge <i>Janjanjari</i> later affected by dissimilation to become <i>Ananjari</i> &gt; South Inner Mangeodge <i>Ananjare</i> &gt; Inner Mewian <i>Ananjare</i>.</span></p>",place
1782442411602,2026-06-26 02:53:32.819191+00,Ninge er Rame,1782438524958,"<p><span style=""font-family:Book Antiqua, serif;font-size:small;"">a forest in Mewe. The forest in Old Mangeodge was named <i>Rapvi jar Oli</i> ""Flooded Forest of the Rabbit"" which became&gt; South Middle Mangeodge <i>Ramjaroli</i> this was misinterpreted as <i>Ram jar Rolli</i> ""Ram of River"", a fairly nonsensical name, and so the name was applied to a</span><span style=""font-family:Book Antiqua, serif;""> </span><span style=""font-family:Book Antiqua, serif;font-size:small;"">nearby river instead (<strong>Rame jar Ralle</strong>). The forest itself was in turn renamed as <i>Njingve jar Ramja</i> “Forest of Ramja” after the river, giving the modern form Ninge er Rame.</span></p>",place
1782442431565,2026-06-26 02:53:54.495634+00,Njingve jar Rābā,1782438524958,"<p><span style=""font-family:Book Antiqua, serif;font-size:small;"">a forest in Inner Mewe. The name is from Proto-Mangeodge <i>*rap base</i> ""Large Flooded Forest"" &gt; Old Mangeodge <i>Rabbasi</i> &gt; South Middle Mangeodge <i>Rabbasi</i> &gt; South Inner Mangeodge <i>Rabbā</i> &gt; Inner Mewian <i>Rābā</i>. As the etymology of the original name became obscure, the name was extended to <i>Njingve jar Rābā</i> “""Forest of Rābā"". Two settlements nearby were named after this forest; <strong>Rābans</strong> from Old Mangeodge <i>Rabbasins</i> ""Rābā village"" ( Old Mangeodge <i>Rabbasins</i> &gt; South Middle Mangeodge <i>Rabbans</i> &gt; South Inner Mangeodge <i>Rabbans</i> &gt; Inner Mewian <i>Rābans;</i> and <strong>Rābakændauk</strong> from Old Mangeodge <i>Rābā skekvauzi bauk</i> ""Rābā by the water"" (the water being the <strong>Ljamwe Lake</strong>; Old Mangeodge <i>Rabbasi skekvauzi bauk</i> &gt; South Middle Mangeodge <i>Rabbakeŋvauibauk</i> later shortened to <i>Rabbakembauk</i> &gt; South Inner Mangeodge <i>Rabbakæmbauk</i> &gt; Inner Mewian <i>Rābakændauk.</i></span></p>",place
1782442454750,2026-06-26 02:54:15.767784+00,Nīuk or Warru,1782438524958,"<p><span style=""font-family:Book Antiqua, serif;font-size:small;"">a forest in Tæbbiorkler whose name means “Forest of Warru”, named after the nearby town <strong>Warru</strong>.</span></p>",place
1782442475889,2026-06-26 02:54:39.865003+00,Mjanjane,1782438524958,"<p><span style=""font-family:Book Antiqua, serif;font-size:small;"">a mountain in Inner Mewe. From Proto-Mangeodge <i>*mēobr jatjare</i> ""incredibly high mountain"" &gt; Old Mangeodge <i>Mejobjatjari</i> &gt; South Middle Mangeodge <i>Mejojanjari</i> &gt; South Inner Mangeodge <i>Mējanjare</i> &gt; Inner Mewian <i>Mjanjane</i> - distal assimilation of <i>nj...r</i> &gt; <i>nj...n</i>)</span></p>",place
